,game,release_date,genre,platforms,developer,esrb_rating,ESRBs,metascore,userscore,critic_reviews,user_reviews,num_players,summary
787,Tekken 5,"Feb 24, 2005","Action, Fighting, 3D",PlayStation 2,Namco,T,Language Sexual Themes Use of Alcohol and Tobacco Violence,88,8.6,62,415,1-2 Players,"Classic Tekken fighters like Nina Williams, Marshall Law and Paul Phoenix match fists with 3 Iron Fist Tournament newcomers: Asuka Kazama, Raven and Feng Wei. Face off in lush, interactive environments. Hurl your opponent into destructible objects and walls to deal massive damage. Dig in to the most customizable Tekken game ever. Earn fight money and use your winnings to outfit your characters with shades, hats, alternate costumes, secret items and more. Battle your way through an intense, action-adventure side-story. Rebuilt from the ground up, Tekken 5's graphics engine delivers the most exquisite visuals yet to PS2 3D fighting fans. Stunning CG ending movies reward victorious combatants. [Namco]"
788,F.E.A.R.,"Oct 17, 2005","Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",PC,Monolith Productions,M,Blood and Gore Intense Violence Strong Language,88,8.3,57,1086,"1 Player, 16 Players Online No Online Multiplayer","F.E.A.R. (First Encounter Assault and Recon), is an intense first person close-quarters combat experience with rich atmosphere and an engaging storyline. The story begins as an unidentified paramilitary force infiltrates a multi-billion dollar aerospace compound. The government responds by sending in Special Forces, but loses contact as an eerie signal interrupts radio communications. When the interference subsides moments later, the team has been literally torn apart. As part of a classified strike team created to deal with threats no one else can handle, your mission is simple: Eliminate the intruders at any cost. Determine the origin of the signal. And contain this crisis before it spirals out of control. [Vivendi Universal]"
789,Psychonauts,"Apr 19, 2005","Action, Platformer, 3D",Xbox,Double Fine Productions,T,Animated Violence Cartoon Violence Crude Humor Language,88,8.8,54,105,1 Player,"Psychonauts are operatives that possess psychic powers. When a crazy scientist begins abducting Psychonauts for their brains, it's up to you to put an end to it once and for all. Playing as new cadet Raz, you must develop your paranormal powers, which include telekinesis, fire-starting, clairvoyance, and telepathy. Enter the minds of other people to collect figments of their imaginations, to resolve their emotional problems, and to unlock their memory vaults. As you progress in your missions, you'll earn even more psychic powers that will help you solve a variety of puzzles."
790,The Binding of Isaac: Rebirth,"Nov  4, 2014","Horror, Action, Action Adventure, Shooter, Survival, Shoot-'Em-Up, Top-Down",PlayStation 4,Nicalis,M,,88,7.8,15,563,1 Player,"Rebirth is a randomly generated action RPG shooter with emphatic Roguelike elements. Following Isaac on his journey gamers discover bizarre treasures that change Isaac’s form giving him extra-human abilities and enabling him to fend off droves of mysterious creatures, learn secrets and scrap his way to safety. "
791,DUSK,"Oct 28, 2021","Action, Shooter, First-Person, Arcade",Switch,New Blood Interactive,M,,88,8.4,14,29,1 Player,"DUSK -A retro FPS that looks and feels like the 90s. Inspired by Quake, Heretic, Hexen, Half-Life and Redneck Rampage."
792,Tony Hawk's Pro Skater 1 + 2,"Sep  4, 2020","Sports, Individual, Skate / Skateboard",PC,Vicarious Visions,T,,88,7.4,17,128,Up to 8 Players,"Drop back in with the most iconic skateboarding games ever made. Play Tony Hawk's Pro Skater & Tony Hawk's Pro Skater 2 in one epic collection, rebuilt from the ground up in incredible HD. All the pro skaters, levels and tricks are back and fully-remastered, plus more."
793,FIFA 14,"Nov 19, 2013","Sim, Sports, Traditional, Team, Soccer, Sim",Xbox One,EA Canada,E,,88,5.8,22,358,Up to 22 Players,"Shooting has been transformed. Players now have the intelligence to adjust their stride and approach angle to find the best position for hitting the back of the net. Well-hit balls feel satisfying and goals are rewarding. As well as quality strikes, players can now shoot while off balance or rushed. "
794,NHL 10,"Sep 15, 2009","Sports, Traditional, Team, Ice Hockey, Sim, Sim",Xbox 360,EA Canada,E10+,Mild Violence,88,8.3,52,73,Up to 12 Players,"The NHL franchise that has won 19 sports game of the year awards over the past two years begins a new era with gameplay innovations that promise to deliver a new standard of toughness, the emotion of playoff hockey on the ice and in the arena, and over 200 gameplay refinements that replicate the skill and finesse that every fan sees throughout the NHL playoffs. A new first-person fighting engine enables players to trade punches with an NHL tough guy. Feel what its like to be on the ice in the skates of an NHL player to throw and dodge punches. Grab and tug an opponent's jersey to land a punch that ignites the fans and sparks your team to victory. Challenge a skill player and an opposing team tough guy will step in to settle the score. On ice toughness and intimidation is taken to a new level in NHL 10 where winning one-on-one battles for possession of the puck along the boards becomes a test of will and skill. Utilizing an all-new board physics engine, players can use their body to shield the puck on the boards and then kick-pass it to teammates. Bigger, stronger players pin opponents to the boards while fanatical fans bang on the glass, just like real life. Fore-check defenders, pressure the puck and finish checks to intimidate your opponent into mistakes. Players fatigue, bobble passes, and avoid collisions under threat of constant physical pressure. Inspire teammates, ignite the fans and change the momentum of a game by instigating scrums, drawing penalties, and mixing it up - all after the referee blows the whistle! [Electronic Arts]"
795,BioShock 2,"Feb  9, 2010","Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",Xbox 360,2K Marin,M,Blood Intense Violence Sexual Themes Strong Language,88,8.2,93,710,"1 Player, 10 Players Online Up to 10 Players","Set approximately 10 years after the events of the original BioShock, the halls of Rapture once again echo with sins of the past. Along the Atlantic coastline, a monster has been snatching little girls and bringing them back to the undersea city of Rapture. You are the very first Big Daddy as you travel through the decrepit and beautiful fallen city, chasing an unseen foe in search of answers and your own survival. Multiplayer in BioShock 2 provides a rich prequel experience that expands the BioShock gameplay. Set during the fall of Rapture, players assume the role of Plasmid test subject in the underwater city that was first explored in the original BioShock. Players will need to use all the elements of the game's toolset to survive as the full depth of the BioShock experience is refined and transformed into a unique multiplayer experience that can only be found in Rapture. [2K Games]"
796,Kerbal Space Program,"Apr 27, 2015","Sci-Fi, Small Spaceship, Small Spaceship, Simulation, Space, Combat",PC,"SQUADTeam, Squad",,,88,8.3,24,701,1 Player,"In Kerbal Space Program you have to build a space-worthy ship, capable of flying its crew out into space without killing any of them. At your disposal is a collection of parts, which must be assembled to create a functional craft. Each part has its own function and will affect the way a ship flies (or does not). So strap yourself in, and get ready to try some Rocket Science."
797,Tribes 2,"Mar 28, 2001","Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",PC,Dynamix,T,Animated Violence,88,8.3,28,52,1 Player,"The sequel to Sierra's multiplayer phenomenon ""Starsiege: Tribes,"" 1999's 360 degree, team-based first-person shooter, ""Tribes 2"" lets up to 64 gamers simultaneously battle online in 40th century outdoor environments."
798,Diddy Kong Racing,"Nov 24, 1997","Driving, Racing, Kart",Nintendo 64,Rare Ltd.,E,,88,8.5,15,193,1-4 Players,"Timber the Tiger's parents picked a fine time to go on vacation. When they come back, they're going to be faced with an island trashed by the spiteful space bully Wizpig - unless the local animals can do something about it! So join Diddy Kong as he teams up with Timber the Tiger, Pipsy the Mouse and Taj the Genie in an epic racing adventure unlike anything you've ever experienced before!"
799,Star Fox 64,"Jul  1, 1997","Action, Shooter, Rail",Nintendo 64,Nintendo,E,,88,8.8,16,278,1-4 Players,The Lylat system has been invaded! Join Fox McCloud and his Star Fox team as they fight to save the galaxy from the clutches of the evil Andross. Travel to many different 3-D worlds. Battle the enemy in the air and on the ground and listen in as Fox McCloud interacts with a cast of characters.
800,NORCO,"Mar 24, 2022","Adventure, Point-and-Click",PC,Geography of Robots,,,88,7.4,16,21,,"NORCO is a Southern Gothic point & click narrative adventure that immerses the player in the sinking suburbs and verdant industrial swamps of a distorted South Louisiana. Your brother Blake has gone missing in the aftermath of your mother's death. In the hopes of finding him, you must follow a fugitive security android through the refineries, strip malls, and drainage ditches of suburban New Orleans."
