Rating;Title;Text
2.0 out of 5 stars;USB C plug doesn't fit into phones well;I was very happy with the shipment, the lengths, durability, etc.  However, they have never plugged well into the USB C port on our phones (two different Galaxy 10 phones).  Every one of these cables has to be pushed in as far as they can go, and can't be off center in anyway or I get an error on the phone that the cord is not connected properly.  All other brand cables I've gotten (including the ones that come with the G10 phones) work every time with no issue whatsoever.  There is never any concern with them on whether they are connected properly.  With these, it looks like I'll have to revert to wireless charging until I find another brand that has the six foot cables.  It may work fine with other brand phones (maybe even different Galaxy phones--we have a G10 and a G10e) so can only speak to these.
1.0 out of 5 stars;Extremely slow charge;I bought these wires some time ago. They are either all defective or they are just bad. I tried Charging my iPad, and it takes a full 5 hours to fully charge. And if I try to watch something or read a book on my iPad, it actually does not charge fast enough and my iPad still loses charge, while “charging”.
3.0 out of 5 stars;These are stiff.;I was hoping that these would a little more flexible than the ones that came with factory products. They are well made but stiff can't make them lay flat and they don't like to coil. For the price and if you don't care how stiff a cord is no problem. But they work.
4.0 out of 5 stars;Good Charger Cable;My 5 year old daughter consistently breaks here Fire HD cable.  This value pack is great!  Not nearly as sturdy as the original charging cable that came with the value is worth it.  I assume it will change any other type of C type device.
2.0 out of 5 stars;UGH;I have had nothing but problems with these cords.  They all went from staying connected to the device to being lose or not connecting all the day in just a couple of months.  I have tried other cords on the devices to make sure its not the device, NOPE, its the cord.  I was have been really disappointed that I have to jiggle and wiggle and it just right to get it to stay charging.
1.0 out of 5 stars;Low quality;I ordered these as sticking suffers for everyone in our house and of the 3 that have been put into use since Christmas... all have stopped working. It's a major let down and i won't be ordering anything from this supplier in future.
5.0 out of 5 stars;Per5;Just as advertised and work great
2.0 out of 5 stars;2 out of 4 had a loose fit;I bought these six months ago. One of the four immediately had a loose connection to my phone. If the phone was moved slightly the connection tended to be broken. Another one developed that same problem a few months later. Note that the problem is not my phone. Other charging cables fit well, and I have the same problem with the bad cables on two different phones. So far that's a 50% success rate. I don't recommend this product.
4.0 out of 5 stars;Get the job done;Not much to say. They're charging cables that charge.
4.0 out of 5 stars;Should offer vary length but quality is good.;Could have offered vary length instead of all five being same length.
2.0 out of 5 stars;Somewhat disappointing;With a fast charging brick I couldn't barely get regular charging much less fast charging. Super embarrassed I gave one to a co-working touting it as a fast charging cable. (So I couldn't return without full package). Live and learn I guess.
2.0 out of 5 stars;Unreliable, but good for price.;After about 3 weeks of use, you will have to keep unplugging and plugging back into phone/outlet, etc. to get it to charge correctly.
2.0 out of 5 stars;Great ONLY AT FIRST;These cables were great but they only lasted a couple weeks each. They all eventually lost to keep up the charge or they connection internally was damaged that they had to forced into side pressure to charge, the outer casing fell off on some though that did not interfere with charging. I  would only buy these if you have an event were many might need to charge their phones so that that you don't worry if they take them because of how great  they were for their length.
5.0 out of 5 stars;Quality USB C cords;Great product. They function as intended and haven’t failed us. What more could we want?
5.0 out of 5 stars;These are the best cords I have  used;The reliability
4.0 out of 5 stars;Large stiff cables, but good quality;Cables are not as flexible as what I prefer but good quality
3.0 out of 5 stars;USB C connection does not stay in Pixel phone;4 of the cables are useless 3 will lose connection if the phone is moved at all, 1 does not connect at all for data and one works. Pixel phone is fairly new and the cables that came with it stay very secure even connected while driving in car using android auto.Update: I cleaned my charging port with alcohol and a toothpick and the cables connect well now. One cable does not work at all but 4 out of 5 are fine.
4.0 out of 5 stars;Great replacement cables.;I purchased these cables for my new Samsung Galaxy S8 phone. The braided cordage is thick and strong. And the connectors fit snug in my phone. With these, I was able to replace one of my indoor cables, one for my car, and another for my portable charger. The fourth will be kept with my travel gear and the 5th will be a backup.I am pleased at their performance so far. I have a couple chargers that support 'fast' charging and these cables work with them very well. Only a few tines have I seen a message of 'slow charging' and easily remedied the situation by pulling out and reinserting the cable.
